reuse distance,histogram value,read histogram value
1966080,51152,40000
1998848,51952,40688
2031616,50160,39280
2064384,51952,43008
2097152,108784,91040
2162688,109328,95024
2228224,107424,94976
2293760,99648,86688
2359296,91936,81696
2424832,88656,79840
2490368,83984,75360
2555904,76144,68672
2621440,72832,65280
2686976,75904,64944
2752512,79584,67968
2818048,80864,68496
2883584,85952,73760
2949120,90608,73744
3014656,92736,78272
3080192,83216,71648
3145728,88336,75584
3211264,90208,77632
3276800,89808,75776
3342336,76640,65744
3407872,75536,66640
3473408,78032,67856
3538944,79024,66864
3604480,74224,64192
3670016,72368,64400
3735552,65728,59904
3801088,64624,58960
3866624,58240,53360
3932160,60032,55088
3997696,60400,55680
4063232,59776,54400
4128768,60080,53792
4194304,123968,109600
4325376,121056,108704
4456448,109792,100352
4587520,109760,101088
4718592,99232,91456
4849664,101280,93536
4980736,95760,87920
5111808,97424,89776
5242880,101520,92464
5373952,112784,102192
5505024,120864,110992
5636096,130912,119040
5767168,139808,126112
5898240,140176,128912
6029312,150544,139344
6160384,139056,128032
6291456,137168,125616
6422528,126720,115744
6553600,132096,122048
6684672,126416,116832
6815744,120368,110432
6946816,105408,96896
7077888,93312,84816
7208960,100288,92240
7340032,91840,83536
7471104,94016,84400
7602176,102016,93648
7733248,101216,93248
7864320,101792,93888
7995392,95792,88064
8126464,103216,94304
8257536,104544,95632
8388608,205808,189536
8650752,183008,168368
8912896,177344,160384
9175040,162880,149568
9437184,150528,138160
9699328,143792,131936
9961472,142208,129840
10223616,151872,139648
10485760,151584,139616
10747904,143680,132128
11010048,139088,127984
11272192,131840,121088
11534336,129216,118448
11796480,122528,113040
12058624,130896,119456
12320768,122560,111616
12582912,121712,111824
12845056,114976,105136
13107200,129168,118112
13369344,132784,120736
13631488,124928,115120
13893632,109600,99552
14155776,108864,99232
14417920,99936,91520
14680064,90784,83344
14942208,83904,76480
15204352,75536,68688
15466496,80080,73392
15728640,74528,68496
15990784,70064,64048
16252928,65680,59744
16515072,71328,64912
16777216,150448,138176
17301504,146832,134944
17825792,167680,151584
18350080,167984,152992
18874368,168256,152464
19398656,165456,152576
19922944,155264,142400
20447232,162304,149248
20971520,173616,158864
21495808,160432,147648
22020096,180560,163488
22544384,240144,220768
23068672,228768,211024
23592960,240928,222096
24117248,304160,279552
24641536,293600,269968
25165824,297712,274320
25690112,252256,231008
26214400,309888,284608
26738688,339552,312080
27262976,380640,348848
27787264,396976,367152
28311552,426624,393264
28835840,397312,367936
29360128,261504,237520
29884416,278864,257472
30408704,186288,172352
30932992,68528,62576
31457280,69696,59920
31981568,83632,77072
32505856,22192,20928
33030144,3904,2368
33554432,13248,11664
34603008,13120,12864
35651584,6032,5600
36700160,13104,12688
37748736,5424,5200
38797312,7328,6960
39845888,7856,7184
40894464,7680,7408
41943040,3152,2960
42991616,2208,1984
44040192,3472,3216
45088768,2368,2256
46137344,2432,2016
47185920,2224,2000
48234496,3200,2960
49283072,4544,4160
50331648,6656,6400
51380224,8720,8064
52428800,3008,2768
53477376,2336,2112
54525952,2032,1808
55574528,1952,1744
56623104,2128,1936
57671680,2080,1824
58720256,1968,1824
59768832,2304,2128
60817408,2000,1840
61865984,2960,2640
62914560,2096,1824
63963136,2368,2064
65011712,1728,1600
66060288,1536,1344
67108864,3568,3168
69206016,3488,3152
71303168,3344,2912
73400320,3216,2832
75497472,3104,2576
77594624,3360,2896
79691776,3088,2704
81788928,3360,2928
83886080,3312,2928
85983232,3328,2752
88080384,2912,2448
90177536,3856,3120
92274688,3440,3040
94371840,3632,3056
96468992,3568,3072
98566144,3920,3216
100663296,3808,3360
102760448,3664,3136
104857600,3520,2944
