filename,accesses,hits
1041983,488231
1383,634
1605,735
1308,645
1634,776
1629,762
1581,784
1252,588
1603,743
1562,742
1411,687
1192,532
1321,644
1189,561
1233,607
1228,562
1076,516
1157,533
1501,693
1485,705
1537,712
1504,703
1318,606
1378,632
1112,484
1415,616
1400,623
1150,509
1194,533
1598,757
1694,812
1164,537
1166,524
1440,668
1510,689
1563,714
1465,672
1579,728
1437,650
1778,845
1708,787
1675,770
1514,688
1463,707
1769,822
1655,756
1385,644
1426,656
1452,669
1412,649
1737,887
1133,541
1314,599
1065,484
1102,503
1057,491
983,472
1342,601
1341,612
1389,645
1291,577
1322,588
1586,739
1607,785
1259,585
1575,750
1357,630
1255,593
1243,594
1444,661
1296,614
1311,599
1481,796
1500,764
1743,809
1482,679
1628,750
1427,677
1132,516
1478,664
1761,820
1473,659
1589,730
1323,596
1530,757
936,452
1124,521
1476,694
1358,661
1264,598
1418,657
1368,630
1859,880
1431,677
1179,561
1462,679
1403,650
1317,596
1239,550
1311,602
1387,636
1394,635
1971,927
1708,835
1368,657
1242,578
1299,632
1316,636
1404,692
1613,780
1628,770
1504,719
1457,699
1526,771
1266,586
1636,812
1478,710
1610,805
1343,651
1404,657
1224,572
1479,684
1665,777
1391,642
1371,615
1427,652
1363,641
1100,515
1300,604
1365,647
1642,802
1471,680
1147,535
1404,649
1549,803
1600,795
1294,623
1132,527
1414,703
1323,610
1346,632
1386,647
1389,666
1190,554
1324,617
1673,766
1539,712
1845,843
1648,763
1320,574
1496,661
1292,563
1770,826
1317,556
1415,621
1454,637
1498,647
1526,650
1683,736
1727,763
1462,657
1420,628
1398,655
1433,664
1380,641
1579,740
1546,729
1325,588
1423,674
1323,648
1477,672
1213,528
1436,646
1466,656
1237,562
1404,677
1743,824
1764,869
1459,712
1809,944
1407,644
1500,741
1535,763
1366,615
1361,596
1361,586
1286,581
1336,578
1445,617
1414,612
1389,657
1439,648
1333,618
1688,772
1497,753
1734,868
1449,753
1266,620
1200,572
1127,526
1845,967
1475,730
1137,531
1281,587
1258,591
1592,800
1470,727
1637,791
1361,659
1465,688
1650,803
1692,826
1453,690
1597,744
1247,572
1405,648
1491,669
1087,485
1306,587
1322,589
1599,699
1173,503
1379,587
1176,494
1680,771
1211,541
2112,920
1644,733
1932,875
1995,891
1604,742
1600,858
1067,506
884,414
998,473
1044,501
761,353
1290,598
1066,478
1324,642
1466,718
895,394
657,320
774,389
994,529
1369,627
1444,665
1391,600
1309,574
1274,554
1169,520
1193,499
1316,574
1275,547
1314,603
1392,643
1405,652
1496,721
1492,726
1447,732
1403,757
1314,739
981,543
1960,1006
1257,628
1483,757
1279,609
1010,500
1034,515
1184,615
740,349
933,452
1290,693
1514,723
1314,603
1195,534
1428,685
1085,486
1478,630
1559,745
1428,680
1483,672
1269,588
1506,678
1130,501
1231,561
1225,541
1434,634
1359,610
981,458
1357,609
1422,661
1227,557
1733,885
1444,757
1460,743
1313,635
1346,665
1395,688
1319,630
1251,571
1269,601
1688,872
1485,723
1609,758
1542,787
1581,805
1354,648
1166,582
1444,714
1016,494
1007,456
1443,695
1328,612
1493,690
1797,899
1391,604
1552,696
1604,681
1539,660
1441,606
1384,628
1202,514
1487,673
1428,616
1392,613
1094,532
1046,475
1449,633
1324,624
1185,548
1184,519
1609,764
1280,574
1147,506
1239,559
1254,571
1144,541
1137,529
1297,643
1661,795
1335,627
1456,687
1175,563
1497,723
1544,767
1129,552
1060,522
1383,658
1724,840
1488,710
1522,744
1456,669
1294,603
1464,667
1268,562
1287,578
1399,629
1412,631
1393,619
1558,715
1225,587
1213,561
1715,790
1630,846
1497,755
1272,638
1404,700
1587,828
1742,849
1371,677
1250,614
1268,588
1099,501
1134,495
1072,491
1335,601
1040,474
1502,685
1079,488
1212,538
1090,497
786,350
777,356
1192,554
966,457
956,446
1438,713
