filename,accesses,hits
289800173,213612334
200434,135411
485607,343709
284744,186164
435251,292116
251073,227052
260227,157960
469231,318828
345036,233604
367879,278884
210786,154963
452909,315025
295552,179255
451981,307959
261620,237693
226414,134248
515745,358584
282312,197832
416941,292946
225086,189865
385376,245124
370371,252645
404889,264729
300800,256326
201816,117511
462752,356721
542380,417485
699065,577992
713810,625247
801026,706075
731480,641740
625030,537445
497415,425771
652899,501038
512420,369053
273598,189754
431564,288263
251416,227393
283286,166939
365309,247101
433064,281965
272756,246456
210469,124468
433878,305149
323419,225083
381335,278053
216490,166753
431944,294422
259656,174153
433066,289408
256259,232281
255465,152379
385823,268732
396098,262100
324311,262281
202979,127938
441260,307314
285537,201810
412302,290492
225090,187097
399799,258105
263811,173069
452734,306762
262228,238305
223793,132426
408653,286068
391999,259478
330557,264432
204567,132600
441359,313325
264161,181883
432912,298832
230997,200625
364806,228314
305866,207793
439107,287649
267894,244027
213390,126403
451933,348829
567025,435617
733205,611067
711414,622842
819997,720155
710134,628769
632628,545146
479455,404353
668889,506981
470226,337685
255196,176322
441510,300055
233193,206085
350505,216176
299731,193605
453334,308830
261449,237521
225074,133333
415479,291022
363208,242132
352871,273902
208112,146595
443226,312344
251691,170715
438741,295699
240318,215333
323284,195066
344964,239592
412681,268059
290834,253764
205011,120168
444836,315214
300552,211147
396699,284188
220179,175991
417060,277890
262834,173842
440960,296868
259430,235484
231049,138099
408044,283962
380365,252788
339750,268091
205611,138454
440230,311372
254603,175828
441654,300017
266618,223447
280268,153944
440641,312190
258830,178636
438123,299542
268477,223397
277796,151393
455690,337617
528398,409303
665505,549179
717213,626493
781513,689808
757932,658240
623849,537986
501811,435891
652192,497797
522783,377039
291150,202959
441106,296973
259354,235407
304047,182348
419246,280666
263718,178771
434806,291604
252035,225881
299958,166697
440858,309323
254336,171690
436683,293554
254394,225252
295999,164061
443744,312473
251264,169959
438479,295399
257134,224637
292240,161982
442248,311960
253071,172358
439409,296411
260206,224423
288275,159602
440518,311276
254246,174119
441142,298209
262820,223905
284866,157344
440145,311234
253614,175055
442603,299751
265536,223693
281617,155070
440843,312034
256800,177359
439948,299829
267406,223306
279160,152811
440559,312199
260721,179709
436503,299566
269623,223244
276318,150240
440888,312840
264416,182061
432674,298767
271871,223453
273651,148024
458016,342286
529917,409784
672331,554827
716569,626687
785250,692544
754662,656661
613572,528335
511585,443362
652387,499402
519556,374039
285955,198615
441298,297311
258385,234429
303590,179747
426487,287501
255517,173068
437110,293991
255228,225185
295021,163493
443307,312234
251890,170890
438640,295591
258043,224567
290856,161186
441096,310971
253589,173143
440261,297268
260994,223995
286985,158821
439343,310271
254192,174624
441578,298682
264013,223890
283489,156434
439887,310893
254720,176033
441844,300025
266417,223404
280397,154036
440274,311697
258781,178528
438012,299548
268542,223356
277663,151332
440439,312249
262872,181090
434316,299113
270634,223235
274913,148964
440932,312714
266679,183517
430692,298730
272488,222945
272365,146789
441228,313074
270559,186240
427365,298206
274303,222570
269397,144162
460307,347299
532090,410884
679384,560640
715974,626698
788987,695834
750209,653795
615569,530228
508740,439083
651871,500103
517096,371895
285180,198755
438718,294273
260513,236588
308505,186842
423028,285638
333425,216459
438070,286009
276131,252062
307980,204059
352834,220610
324693,224852
422067,274469
290479,257528
311130,209913
329361,202390
342606,235990
424804,276555
288183,256610
309859,208449
334256,206104
336848,229976
434701,283277
279336,253412
308057,205032
348692,217477
399601,278058
367292,244751
355228,277429
310126,220711
245909,144784
509941,350757
288495,205213
413466,292683
283505,224577
264213,142543
519757,377634
272919,184620
434445,290519
254547,230555
309806,181290
442997,307529
325715,210992
439370,287156
275920,252130
309225,204885
351209,221333
403107,280573
352635,240738
374181,282068
305119,226448
244181,136263
518663,373555
533160,414979
736890,604649
732501,620762
730696,636277
834359,730900
681800,605251
588669,508797
507838,419703
649176,479844
407314,283843
311137,219378
396416,284258
287992,220309
254809,138888
524007,379081
256444,163416
455955,309674
262975,239078
304520,190506
403308,262545
342280,239472
394550,260957
331935,265922
313235,215864
244374,147730
483471,328605
336534,230821
374583,277570
298864,220117
243742,137025
508566,352049
283274,199173
420111,294409
275991,220864
265473,141067
519146,374422
266402,180046
437835,292758
252207,228211
304609,176749
441934,306172
301201,185587
454565,306441
263469,239577
303966,191019
397210,256938
368114,260895
362568,241287
357111,276836
206403,146488
466467,333128
307555,193762
449861,300221
263324,239440
213724,125615
513014,355542
285272,201502
414267,291810
219698,183479
389883,250219
414058,317723
691539,546649
719481,597182
712137,624228
810411,712563
723784,636073
628944,541296
483357,411398
671529,513790
494112,355518
262703,180830
436867,293643
241388,217018
307782,183868
346901,234528
441453,290272
266901,243048
208282,122184
507097,348260
288867,206350
417388,293454
220668,185322
388907,246200
288009,197560
441376,297452
254439,230475
230273,137969
418833,287904
402382,264302
309031,258222
194340,113548
435915,306779
323536,228139
387958,280946
212375,166379
425920,286081
267258,183927
434892,291654
244479,220334
291963,173038
366260,251294
430031,280130
275985,247647
203004,118572
423115,296214
360522,244400
361176,276216
205621,149169
431264,293029
264969,186552
440046,300600
226829,200133
351384,216987
489376,386501
587118,470941
728392,621149
756829,661524
833840,722835
665155,587958
516591,447213
576893,477610
639563,456820
326637,230686
371273,249532
354121,275344
202919,143482
430394,290350
276232,194091
430056,299503
223798,193175
369016,231298
298577,199161
447469,303046
258233,234301
223467,132303
526960,380521
264077,181226
435456,292139
243419,219183
301649,179155
339955,244677
397386,262769
323346,262423
196970,123559
505122,366384
276864,176535
451801,302789
262578,238686
217761,128078
524159,383121
274116,191478
420328,273749
285876,251641
202480,118327
528660,382823
258006,169194
443270,298913
257030,233087
228805,136910
407579,286544
353891,237653
360736,276397
205214,148665
457772,323690
329252,217380
415582,270320
289576,253266
201840,117746
537209,389672
486610,377452
689786,569576
728470,621156
756836,661837
834368,724189
661855,585532
524541,455319
581141,480967
636596,455045
327862,231502
367727,244705
354418,277060
206175,145368
468855,329678
304969,214776
394721,261017
333284,268464
201768,131552
494480,352852
278055,179681
442831,298361
258755,234824
232705,140544
506759,347495
302843,212753
399843,287464
218267,175298
416213,277049
340896,235377
400267,263432
319007,263322
199098,121762
511891,367649
263196,172907
442610,298061
259709,235791
230793,139091
505834,350678
281643,197363
422048,296954
225603,190379
377450,250293
398698,275618
378050,251027
344379,271657
204492,140141
482827,353983
317986,198883
448018,296778
271992,248187
208877,124065
537908,385526
257259,179202
440643,299559
222887,196514
354292,221631
405969,307464
588822,454008
734625,617985
716383,625066
830809,728145
698694,619819
625196,541651
473490,392219
646636,488417
456723,316368
284199,199949
413456,290454
217620,179886
405598,264954
341632,227761
428269,279179
273743,244069
206677,122441
422047,296493
360527,239801
352562,272974
203096,142177
441538,311346
252913,172945
439107,296063
229378,204072
341110,209772
322213,217980
441281,289921
262973,239091
212564,126289
425279,298552
341405,232531
366248,273990
207684,152443
432815,298155
253792,175771
442348,299425
225562,198755
355827,221162
315493,215808
434440,283386
267872,241874
208871,123958
